Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Journey Status,Reason for Delay,Refund Request,Original Price,Purchase Year,Purchase Month,Purchase Day,Purchase DayOfWeek,Purchase IsWeekend,Journey Year,Journey Month,Journey Day,Journey DayOfWeek,Journey IsWeekend,Purchase Hour_sin,Purchase Hour_cos,Purchase Minute_sin,Purchase Minute_cos,Purchase Second_sin,Purchase Second_cos,Departure Hour_sin,Departure Hour_cos,Departure Minute_sin,Departure Minute_cos,Departure Second_sin,Departure Second_cos,Arrival Hour_sin,Arrival Hour_cos,Arrival Minute_sin,Arrival Minute_cos,Arrival Second_sin,Arrival Second_cos,Actual Arrival Hour_sin,Actual Arrival Hour_cos,Actual Arrival Minute_sin,Actual Arrival Minute_cos,Actual Arrival Second_sin,Actual Arrival Second_cos
0,0,2,1,2,0.7318647652062318,5,31,2,0,0,70.67,2024,3,14,3,0,2024,3,14,3,0,1.0311194926133915,1.4302999730825374,-1.4872307426562128,-0.23193934295676957,0.29086665481042473,1.3696208833116088,1.3505610904116612,0.815674875959594,0.02688803129924334,1.5611576059076777,0.0,0.0,1.493593625980605,0.2448799141597297,-1.0183843617482828,0.8696835591424096,0.0,0.0,1.818004264541027,-0.23390064009470968,-1.398059046405804,0.2201093997318628,0.0,0.0
0,1,0,1,2,-0.46064374438633116,6,23,2,0,0,25.87,2024,3,25,0,0,2024,3,25,0,0,-1.231479767504984,0.29912574445887524,-1.4949894301067848,-0.08336192904779045,0.43533107974037877,-1.3313473914953728,-1.0239803334287254,1.223812209793479,1.4583556023732596,0.1478991416123067,0.0,0.0,-0.7578250169277803,1.3852743001200154,1.4197823723079652,0.0830080351529677,0.0,0.0,-0.8984858704817392,0.7157277815899312,1.5822504430422168,-0.4956315799485363,0.0,0.0
1,2,2,1,2,0.43373763780809105,2,14,1,4,1,57.33,2024,2,26,0,0,2024,2,26,0,0,-0.8432791068993308,-0.8320484841647867,0.21578645078264425,1.3069832113583209,0.9498798129359441,1.0406069470171557,-0.8179929434897428,-0.8189085495455056,0.02688803129924415,-1.2653593226830653,0.0,0.0,-1.0991686456365486,0.6622932297543496,-1.0183843617482828,0.8696835591424096,0.0,0.0,-1.1513703855666815,0.43758805648597854,0.47865174361660456,0.8657886654605049,0.0,0.0
0,1,2,1,2,-0.4904564571261452,7,0,0,1,0,16.0,2024,4,19,4,0,2024,4,19,4,0,-0.24911855926278537,-1.2460869879473129,-1.1312032023591008,0.8677445155727415,-0.5873742976027436,1.2791751199868846,-0.8179929434897428,-0.8189085495455056,1.4583556023732596,0.1478991416123067,0.0,0.0,-0.9674149228231365,-0.5615006893798582,-0.5401320499004333,-1.2795539414676158,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
1,2,2,1,0,1.656058860140468,8,13,1,4,1,168.0,2024,4,25,3,0,2024,4,26,4,0,-1.0539098429913618,-0.5007352233043784,1.1478786522115056,0.627341209907453,0.5749579079803119,1.2791751199868844,-0.8179929434897428,-0.8189085495455056,0.02688803129924415,-1.2653593226830653,0.0,0.0,-1.0991686456365484,-0.17253340143489082,1.244729876753015,-0.7036674888364745,0.0,0.0,-1.3103402374876068,-0.5814887665870095,-1.2018011857922133,-1.4534799714073945,0.0,0.0
0,1,2,1,0,0.1654232231497644,11,22,0,6,1,68.0,2024,3,10,6,1,2024,3,11,0,0,1.0311194926133915,-0.832048484164786,1.3298693558793468,0.06521548486118807,1.4148155165053695,0.14651672666373225,1.3505610904116612,-0.06029574169118465,0.02688803129924415,-1.2653593226830653,0.0,0.0,1.3169011619121396,-0.5615006893798572,-1.0183843617482826,-0.7036674888364756,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
1,0,0,1,1,-0.34139289342707485,6,23,2,0,0,25.37,2024,2,1,3,0,2024,2,1,3,0,-0.8432791068993308,-0.8320484841647867,1.30667829933095,0.21216505353155674,-0.4477474693628102,-1.331347391495373,-1.0239803334287252,-0.4684330755250704,0.02688803129924415,-1.2653593226830653,0.0,0.0,-1.0991686456365484,-0.17253340143489082,0.11317275750236673,-1.4903430128259167,0.0,0.0,-1.3103402374876068,-0.5814887665870095,-0.014892598742599938,-1.9271135393093353,0.0,0.0
1,1,3,1,2,-0.6395200208252155,4,0,0,1,1,13.93,2024,2,18,6,1,2024,2,18,6,1,1.0311194926133915,-0.832048484164786,1.1478786522115059,-0.7940650680030329,-0.720633748403667,-1.2123001972478935,1.0150846138626164,-0.8189085495455048,-1.404579539774773,0.14789914161230602,0.0,0.0,0.51608674825327,-1.3129277873951768,0.7664775649051655,1.4455700117735502,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
1,1,2,1,1,-0.46064374438633116,4,0,0,4,1,13.0,2024,3,7,3,0,2024,3,7,3,0,-1.0539098429913618,-0.5007352233043784,1.329869355879347,-0.2319393429567683,-0.8460658033362735,-1.1324859858572527,-1.1534694200387883,-0.06029574169118465,-1.404579539774773,0.14789914161230602,0.0,0.0,-1.0991686456365486,0.6622932297543496,0.7664775649051655,1.4455700117735502,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
1,1,2,1,2,-0.6991454463048438,3,18,2,0,0,6.67,2024,3,31,6,1,2024,3,31,6,1,0.4369589449768457,-1.2460869879473127,-1.3052400389883716,0.627341209907453,-1.4272319061278014,-0.14617191173193414,-0.23693064136260858,-1.2568938583708944,1.4583556023732596,0.1478991416123067,0.0,0.0,-0.166600509164267,-1.312927787395177,-1.1934368573032332,0.08300803515296697,0.0,0.0,-0.18513318150845695,-1.5311171882716512,-1.6120356405274185,-0.4956315799485369,0.0,0.0
0,1,2,1,0,0.19523593588957847,5,31,2,0,0,70.0,2024,1,24,2,0,2024,1,25,3,0,1.0311194926133915,-0.832048484164786,0.8690148304032662,0.9729487912824706,1.2991122438051534,-0.5692762887358699,1.3505610904116612,-0.06029574169118465,0.02688803129924415,-1.2653593226830653,0.0,0.0,1.1073112560167828,-0.8955144718005562,1.244729876753015,-0.7036674888364745,0.0,0.0,1.3519282414765608,-1.183529061779351,1.3682738489206026,-1.2113725596289355,0.0,0.0
1,2,0,1,2,-0.7587708717844719,3,18,1,5,1,5.97,2024,1,13,5,1,2024,1,13,5,1,0.7566201730380369,-1.086274090698291,-1.3052400389883714,-0.7940650680030339,1.2991122438051532,0.5696211036676696,0.4340223117354817,-1.2568938583708942,1.4583556023732596,0.1478991416123067,0.0,0.0,0.51608674825327,-1.3129277873951768,-1.1934368573032332,0.08300803515296697,0.0,0.0,0.22672118549741105,-1.5768780332560859,0.1520543090337915,-1.9192717313575278,0.0,0.0
1,1,2,1,1,-0.6991454463048438,8,12,2,0,0,5.0,2024,4,12,4,0,2024,4,12,4,0,-1.0539098429913618,-0.5007352233043784,0.7538046947475973,1.0665799056930325,-1.0680515014933218,-0.9366390597732128,-1.1534694200387883,-0.06029574169118465,-1.404579539774773,0.14789914161230602,0.0,0.0,-1.1441073868916025,0.24487991415972932,1.4197823723079652,0.0830080351529677,0.0,0.0,-1.3645618935462052,-0.23390064009471,1.5822504430422168,-0.4956315799485363,0.0,0.0
1,2,2,1,1,-0.3712056061668889,7,0,2,0,0,16.0,2024,2,1,3,0,2024,2,1,3,0,-1.0539098429913618,-0.5007352233043784,0.7538046947475974,-1.2333037637886128,1.422642912373687,0.000172407465899994,-1.1534694200387883,-0.06029574169118465,-1.404579539774773,0.14789914161230602,0.0,0.0,-1.0991686456365486,0.6622932297543496,0.7664775649051655,1.4455700117735502,0.0,0.0,-1.310340237487607,0.11368748639758963,0.7836789221498079,0.7440681619170384,0.0,0.0
0,1,2,1,2,-0.6991454463048438,3,18,2,0,0,6.67,2024,4,6,5,1,2024,4,6,5,1,0.7566201730380369,1.684525579616042,1.0671371438984267,-0.9188435767195103,1.0556351118708907,-0.936639059773212,1.0150846138626164,1.5742876838139142,-1.404579539774773,0.14789914161230602,0.0,0.0,1.3169011619121394,1.051260517699317,1.4197823723079652,0.0830080351529677,0.0,0.0,1.6048127565615031,0.43758805648597854,1.5822504430422168,-0.4956315799485363,0.0,0.0
1,2,2,1,2,2.5206275295950764,3,13,1,4,1,150.67,2024,3,17,6,1,2024,3,17,6,1,-0.8432791068993308,-0.8320484841647867,0.06936388237328796,1.3302577365481092,-1.4038354771099704,-0.29091285194411737,-0.8179929434897428,-0.8189085495455056,0.02688803129924415,-1.2653593226830653,0.0,0.0,-1.0991686456365484,-0.17253340143489082,-1.1934368573032332,0.08300803515296697,0.0,0.0,-1.3645618935462052,-0.23390064009471,1.5735011263474854,-0.3460009705411828,0.0,0.0
1,2,2,1,0,1.656058860140468,8,13,1,4,1,168.0,2024,4,19,4,0,2024,4,20,5,1,-1.0539098429913618,-0.5007352233043784,0.7538046947475973,1.0665799056930325,-1.4272319061278014,-0.14617191173193414,-0.8179929434897428,-0.8189085495455056,0.02688803129924415,-1.2653593226830653,0.0,0.0,-1.0991686456365484,-0.17253340143489082,1.244729876753015,-0.7036674888364745,0.0,0.0,-1.3103402374876068,-0.5814887665870095,-1.603286323832687,-0.3460009705411835,0.0,0.0
0,0,0,1,0,-0.7885835845242859,8,12,0,8,1,5.97,2024,4,12,4,0,2024,4,13,5,1,0.4369589449768453,1.844338476865064,-1.372543106437013,-0.6614999469719702,0.14314741566110695,-1.3922007811873636,0.09854583518643645,2.069934852452753,0.02688803129924334,1.5611576059076777,0.0,0.0,0.17474311954450134,1.8576411212389041,0.11317275750236673,-1.4903430128259167,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
1,1,2,1,1,-0.10289119150856225,6,23,2,0,0,25.0,2024,4,11,3,0,2024,4,11,3,0,-0.8432791068993308,-0.8320484841647867,-1.3052400389883714,-0.7940650680030339,-0.5873742976027436,1.2791751199868846,-1.1534694200387883,-0.06029574169118465,0.02688803129924334,1.5611576059076777,0.0,0.0,-1.1441073868916025,0.24487991415972932,0.11317275750236598,1.6563590831318513,0.0,0.0,-1.3645618935462052,-0.23390064009471,-0.014892598742600844,0.935850379412262,0.0,0.0
0,1,2,1,0,0.19523593588957847,5,31,0,8,1,70.0,2024,3,22,4,0,2024,3,23,5,1,1.419320153219044,0.2991257444588757,1.329869355879347,-0.2319393429567683,0.9498798129359441,1.0406069470171557,1.2210720038015983,1.223812209793479,-1.404579539774773,0.14789914161230602,0.0,0.0,1.493593625980605,0.2448799141597297,-0.5401320499004333,-1.2795539414676158,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
1,2,2,1,2,0.43373763780809105,2,14,1,4,1,57.33,2024,1,3,2,0,2024,1,3,2,0,-0.8432791068993308,-0.8320484841647867,0.7538046947475973,1.0665799056930325,1.422642912373687,0.000172407465899994,-0.8179929434897428,-0.8189085495455056,0.02688803129924415,-1.2653593226830653,0.0,0.0,-1.0991686456365486,0.6622932297543496,-1.0183843617482828,0.8696835591424096,0.0,0.0,-1.1513703855666815,0.43758805648597854,1.3682738489206023,0.2201093997318628,0.0,0.0
1,2,2,1,0,1.656058860140468,8,13,1,4,1,168.0,2024,4,18,3,0,2024,4,19,4,0,-1.0539098429913618,-0.5007352233043784,1.30667829933095,0.21216505353155674,-1.3651263511149627,0.4328094160724965,-0.8179929434897428,-0.8189085495455056,0.02688803129924415,-1.2653593226830653,0.0,0.0,-1.0991686456365484,-0.17253340143489082,1.244729876753015,-0.7036674888364745,0.0,0.0,-1.3103402374876068,-0.5814887665870095,-1.5771342330931124,-0.79325341449436,0.0,0.0
0,0,0,1,2,-0.7587708717844719,8,12,0,3,1,5.97,2024,3,23,5,1,2024,3,23,5,1,1.3741582447332068,-0.11491275932365089,-1.4256703465301785,0.35587676673778923,1.2991122438051532,0.5696211036676696,1.0150846138626164,-0.8189085495455048,1.4583556023732596,0.1478991416123067,0.0,0.0,1.1073112560167828,-0.8955144718005562,-1.1934368573032332,0.08300803515296697,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
0,1,1,1,0,-0.7289581590446578,4,0,2,0,0,11.94,2024,3,12,1,0,2024,3,13,2,0,-1.1863178590191468,-0.11491275932365089,0.8690148304032662,0.9729487912824706,1.3914190874875387,-0.2909128519441167,-0.8179929434897428,-0.8189085495455056,0.02688803129924415,-1.2653593226830653,0.0,0.0,-0.9674149228231365,-0.5615006893798582,-1.0183843617482828,0.8696835591424096,0.0,0.0,-1.151370385566681,-0.9053893366753984,-1.398059046405804,0.2201093997318628,0.0,0.0
0,1,2,1,2,0.6424266269867895,11,22,0,3,1,66.67,2024,1,14,6,1,2024,1,14,6,1,1.419320153219044,0.2991257444588757,0.06936388237328796,1.3302577365481092,-1.0680515014933218,-0.9366390597732128,1.3505610904116612,-0.06029574169118465,0.02688803129924415,-1.2653593226830653,0.0,0.0,1.3169011619121396,-0.5615006893798572,-1.0183843617482826,-0.7036674888364756,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
0,0,0,1,0,-0.7885835845242859,8,12,2,0,0,5.97,2024,3,3,6,1,2024,3,4,0,0,-1.1863178590191468,-0.11491275932365089,-0.7868350617476083,1.1476120167213748,0.7082173587812355,-1.2123001972478933,-1.0239803334287252,-0.4684330755250704,1.4583556023732596,0.1478991416123067,0.0,0.0,-0.9674149228231365,-0.5615006893798582,-1.1934368573032332,0.08300803515296697,0.0,0.0,-1.151370385566681,-0.9053893366753984,-1.6120356405274185,-0.4956315799485369,0.0,0.0
0,1,1,1,2,-0.6395200208252155,4,0,0,2,1,13.93,2024,1,30,1,0,2024,1,30,1,0,-0.5687797873239766,-1.086274090698291,0.21578645078264425,-1.4737070694539014,0.29086665481042473,-1.3692760683798098,-0.8179929434897428,-0.8189085495455056,-1.404579539774773,0.14789914161230602,0.0,0.0,-1.0991686456365484,-0.17253340143489082,0.7664775649051655,1.4455700117735502,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
0,1,1,1,2,-0.6395200208252155,4,0,2,0,0,13.93,2024,4,5,4,0,2024,4,5,4,0,-0.5687797873239766,-1.086274090698291,0.49738396774331656,-1.3818811776975912,1.2312131622364317,0.7001937921824547,-0.8179929434897428,-0.8189085495455056,-1.404579539774773,0.14789914161230602,0.0,0.0,-1.0991686456365484,-0.17253340143489082,0.7664775649051655,1.4455700117735502,0.0,0.0,-1.3103402374876068,-0.5814887665870095,0.7836789221498079,0.7440681619170384,0.0,0.0
1,2,0,1,1,2.1628749767173074,3,13,1,5,1,150.75,2024,1,31,2,0,2024,1,31,2,0,-1.1863178590191468,-0.11491275932365089,0.35898277553925084,1.2684757738618175,0.29086665481042473,1.3696208833116088,-1.1534694200387883,-0.06029574169118465,0.02688803129924415,-1.2653593226830653,0.0,0.0,-1.0991686456365486,0.6622932297543496,-1.1934368573032332,0.08300803515296697,0.0,0.0,-1.1513703855666815,0.43758805648597854,-0.014892598742600844,0.935850379412262,0.0,0.0
0,1,2,0,0,0.7616774779460459,7,0,0,8,0,108.0,2024,2,5,0,0,2024,2,17,5,1,-1.053909842991362,1.098986712222129,1.30667829933095,-0.3788889116271373,-1.3115286334275844,-0.5692762887358711,-1.1976357360582894,0.37768956713420426,-1.404579539774773,0.14789914161230602,0.0,0.0,-0.9674149228231368,1.051260517699317,0.7664775649051655,1.4455700117735502,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
1,0,0,1,0,-0.7289581590446578,0,12,2,0,0,11.94,2024,3,24,6,1,2024,3,25,0,0,-1.053909842991362,1.098986712222129,0.35898277553925084,1.2684757738618175,-1.0680515014933218,0.9369838747050119,-1.1976357360582894,0.37768956713420426,0.02688803129924415,-1.2653593226830653,0.0,0.0,-0.9674149228231368,1.051260517699317,0.11317275750236598,1.6563590831318513,0.0,0.0,-1.1513703855666815,0.43758805648597854,-0.014892598742600844,0.935850379412262,0.0,0.0
0,0,2,1,0,-0.6097073080854015,7,0,2,0,0,16.0,2024,3,10,6,1,2024,3,11,0,0,-0.24911855926278537,-1.2460869879473129,-1.026376217180132,-1.139672649378051,1.2991122438051534,-0.5692762887358699,0.0985458351864366,-1.314555718184344,0.02688803129924334,1.5611576059076777,0.0,0.0,-0.166600509164267,-1.312927787395177,1.244729876753015,-0.7036674888364745,0.0,0.0,-0.18513318150845695,-1.5311171882716512,1.3682738489206026,-1.2113725596289355,0.0,0.0
1,1,2,1,2,-0.2817674679474467,6,23,2,0,0,25.33,2024,1,9,1,0,2024,1,9,1,0,-1.231479767504984,0.29912574445887524,-1.4640396861078155,-0.3788889116271379,-0.720633748403667,-1.2123001972478935,-1.0239803334287254,1.223812209793479,0.02688803129924334,1.5611576059076777,0.0,0.0,-0.7578250169277803,1.3852743001200154,0.11317275750236598,1.6563590831318513,0.0,0.0,-0.8984858704817392,0.7157277815899312,-0.014892598742600844,0.935850379412262,0.0,0.0
1,1,2,1,0,-0.46064374438633116,6,23,2,0,0,26.0,2024,1,31,2,0,2024,2,1,3,0,-0.8432791068993308,-0.8320484841647867,-0.5163441623161165,-1.4351996319573983,-0.8460658033362739,1.1328308007890515,-0.5495449504359262,-1.0878378393861041,0.02688803129924334,1.5611576059076777,0.0,0.0,-0.7578250169277796,-0.895514471800557,0.11317275750236598,1.6563590831318513,0.0,0.0,-0.8984858704817383,-1.1835290617793515,-0.014892598742600844,0.935850379412262,0.0,0.0
1,1,2,1,0,-0.46064374438633116,6,23,2,0,0,26.0,2024,1,11,3,0,2024,1,12,4,0,-0.8432791068993316,1.430299973082537,-1.4640396861078155,-0.3788889116271379,-1.4272319061278014,-0.14617191173193414,-1.0239803334287254,1.223812209793479,0.02688803129924334,1.5611576059076777,0.0,0.0,-0.7578250169277803,1.3852743001200154,0.11317275750236598,1.6563590831318513,0.0,0.0,-0.8984858704817392,0.7157277815899312,-0.014892598742600844,0.935850379412262,0.0,0.0
1,1,2,1,2,-0.5202691698659593,11,7,1,8,0,14.67,2024,2,2,4,0,2024,2,2,4,0,0.7566201730380369,1.684525579616042,0.35898277553925084,1.2684757738618175,-1.4038354771099704,0.291257666875916,1.0150846138626164,1.5742876838139142,0.02688803129924415,-1.2653593226830653,0.0,0.0,1.3169011619121394,1.051260517699317,1.244729876753015,-0.7036674888364745,0.0,0.0,1.6048127565615031,0.43758805648597854,-0.8134641196350093,-1.7353313218141118,0.0,0.0
0,0,0,1,2,-0.46064374438633116,6,23,0,4,1,25.87,2024,3,13,2,0,2024,3,13,2,0,0.09392019285703,1.8988476799853822,-1.4256703465301785,0.35587676673778923,-0.8460658033362735,-1.1324859858572527,0.7466366208087993,1.8432169736545132,1.4583556023732596,0.1478991416123067,0.0,0.0,1.1073112560167828,1.3852743001200158,1.4197823723079652,0.0830080351529677,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
0,1,0,1,0,-0.7289581590446578,4,0,2,0,0,11.94,2024,2,14,2,0,2024,2,25,6,1,1.2417502287054223,-0.5007352233043773,0.35898277553925084,1.2684757738618175,0.14314741566110695,-1.3922007811873636,1.3947274064311626,0.3776895671342047,0.02688803129924415,-1.2653593226830653,0.0,0.0,1.4486548847255512,-0.17253340143489082,-1.0183843617482828,0.8696835591424096,0.0,0.0,1.7637826084824284,-0.5814887665870095,-1.398059046405804,0.2201093997318628,0.0,0.0
0,0,2,1,0,-0.6097073080854015,7,0,2,0,0,16.0,2024,1,8,0,0,2024,1,9,1,0,-0.8432791068993308,-0.8320484841647867,-1.4640396861078155,-0.3788889116271379,-1.0680515014933218,0.9369838747050119,-0.5495449504359262,-1.0878378393861041,0.02688803129924334,1.5611576059076777,0.0,0.0,-0.7578250169277796,-0.895514471800557,1.244729876753015,-0.7036674888364745,0.0,0.0,-0.8984858704817383,-1.1835290617793515,1.3682738489206026,-1.2113725596289355,0.0,0.0
1,2,2,1,0,0.016359659450694033,2,14,1,4,1,58.0,2024,3,17,6,1,2024,3,18,0,0,-1.0539098429913618,-0.5007352233043784,1.0671371438984267,0.7521197186239301,0.7082173587812355,-1.2123001972478933,-0.8179929434897428,-0.8189085495455056,0.02688803129924415,-1.2653593226830653,0.0,0.0,-1.0991686456365486,0.6622932297543496,-1.0183843617482828,0.8696835591424096,0.0,0.0,-1.1513703855666815,0.43758805648597854,1.4441701722854061,0.08660458682544386,0.0,0.0
1,2,0,1,2,-0.7587708717844719,3,18,1,5,1,5.97,2024,4,16,1,0,2024,4,16,1,0,0.7566201730380369,-1.086274090698291,-1.4640396861078155,0.212165053531557,-0.9622962025583759,-1.0402621320853567,0.4340223117354817,-1.2568938583708942,1.4583556023732596,0.1478991416123067,0.0,0.0,0.51608674825327,-1.3129277873951768,-1.1934368573032332,0.08300803515296697,0.0,0.0,0.22672118549741105,-1.5768780332560859,1.1720159883070118,0.46221681151032096,0.0,0.0
0,0,2,1,0,-0.6097073080854015,11,7,0,2,1,16.0,2024,1,3,2,0,2024,1,4,3,0,1.0311194926133915,1.4302999730825374,1.2683089597533126,-0.5226006248333697,-0.44774746936281073,1.331692206427172,0.43402231173548134,2.0122729926393035,-1.404579539774773,0.14789914161230602,0.0,0.0,0.8341683727625532,1.6415720897283503,-0.5401320499004333,-1.2795539414676158,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
1,1,2,1,0,-0.6395200208252155,4,0,2,0,0,14.0,2024,3,11,0,0,2024,3,12,1,0,-0.2491185592627864,1.8443384768650637,1.30667829933095,0.21216505353155674,-1.4350593019961186,0.00017240746589934023,-0.8179929434897435,1.5742876838139137,0.02688803129924415,-1.2653593226830653,0.0,0.0,-0.4846821336735512,1.64157208972835,-1.0183843617482828,0.8696835591424096,0.0,0.0,-0.5689203540243978,0.9291518990912436,-1.398059046405804,0.2201093997318628,0.0,0.0
1,1,2,1,0,-0.6693327335650296,0,12,2,0,0,12.0,2024,2,5,0,0,2024,2,16,4,0,-0.2491185592627864,1.8443384768650637,1.2683089597533124,0.3558767667377895,-0.5873742976027436,1.2791751199868846,-0.8179929434897435,1.5742876838139137,0.02688803129924415,-1.2653593226830653,0.0,0.0,-0.16660050916426802,1.8026876157146359,0.11317275750236598,1.6563590831318513,0.0,0.0,-0.1851331815084582,1.0633159080822312,-0.014892598742600844,0.935850379412262,0.0,0.0
0,1,2,1,2,-0.6097073080854015,0,27,2,0,0,10.67,2024,4,14,6,1,2024,4,14,6,1,-1.1863178590191468,-0.11491275932365089,0.6294736749707428,-1.3143358748169551,0.833649413713842,-1.1324859858572525,-1.1976357360582894,0.37768956713420426,-1.404579539774773,0.14789914161230602,0.0,0.0,-1.0991686456365486,0.6622932297543496,0.7664775649051655,1.4455700117735502,0.0,0.0,-1.310340237487607,0.11368748639758963,0.7836789221498079,0.7440681619170384,0.0,0.0
1,1,2,1,0,0.19523593588957847,5,31,0,3,1,70.0,2024,3,14,3,0,2024,3,15,4,0,-0.5687797873239766,-1.086274090698291,-0.22672526915015329,-1.4969815946436895,0.29086665481042473,1.3696208833116088,-0.23693064136260858,-1.2568938583708944,0.02688803129924334,1.5611576059076777,0.0,0.0,-0.4846821336735501,-1.1518122614088913,-1.0183843617482828,0.8696835591424096,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
0,0,2,1,0,-0.7587708717844719,8,12,2,0,0,6.0,2024,2,20,1,0,2024,2,27,1,0,-1.053909842991362,1.098986712222129,0.49738396774331656,-1.3818811776975912,-0.30328304443285603,1.3696208833116088,-1.1976357360582894,0.37768956713420426,-1.404579539774773,0.14789914161230602,0.0,0.0,-1.0991686456365486,0.6622932297543496,1.4197823723079652,0.0830080351529677,0.0,0.0,-1.310340237487607,0.11368748639758963,1.5822504430422168,-0.4956315799485363,0.0,0.0
0,1,2,1,0,-0.6395200208252155,4,0,2,0,0,14.0,2024,3,25,0,0,2024,3,26,1,0,-1.231479767504984,0.29912574445887524,-0.22672526915015329,-1.4969815946436895,-1.4038354771099704,0.291257666875916,-1.1534694200387883,-0.06029574169118465,0.02688803129924334,1.5611576059076777,0.0,0.0,-1.1441073868916025,0.24487991415972932,1.244729876753015,-0.7036674888364745,0.0,0.0,-1.3645618935462052,-0.23390064009471,1.3682738489206026,-1.2113725596289355,0.0,0.0
1,2,0,1,2,-0.7587708717844719,3,18,1,5,1,5.97,2024,1,24,2,0,2024,1,24,2,0,0.7566201730380369,-1.086274090698291,-1.4872307426562128,-0.23193934295676957,0.29086665481042473,1.3696208833116088,0.4340223117354817,-1.2568938583708942,1.4583556023732596,0.1478991416123067,0.0,0.0,0.51608674825327,-1.3129277873951768,-1.1934368573032332,0.08300803515296697,0.0,0.0,0.22672118549741105,-1.5768780332560859,1.3682738489206023,0.2201093997318628,0.0,0.0
0,2,3,1,1,-0.34139289342707485,6,23,0,1,1,25.37,2024,2,15,3,0,2024,2,15,3,0,1.241750228705422,1.098986712222129,-1.3052400389883716,0.627341209907453,-0.30328304443285614,-1.3692760683798098,1.3947274064311626,0.3776895671342047,1.4583556023732596,0.1478991416123067,0.0,0.0,1.4486548847255512,-0.17253340143489082,1.4197823723079652,0.0830080351529677,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
1,1,2,1,1,3.653510613708011,3,13,0,4,1,151.0,2024,1,10,2,0,2024,1,10,2,0,1.419320153219044,0.2991257444588757,-1.4640396861078155,-0.3788889116271379,1.4148155165053695,0.14651672666373225,1.2210720038015985,-0.46843307552506924,0.02688803129924334,1.5611576059076777,0.0,0.0,0.8341683727625532,-1.151812261408891,1.4197823723079652,0.0830080351529677,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
0,0,2,1,0,-0.6395200208252155,4,0,2,0,0,14.0,2024,3,3,6,1,2024,3,4,0,0,1.419320153219044,0.2991257444588757,-1.4640396861078155,0.212165053531557,-0.15556380528353841,-1.3922007811873636,1.3505610904116612,0.815674875959594,1.4583556023732596,0.1478991416123067,0.0,0.0,1.493593625980605,0.2448799141597297,-0.5401320499004333,-1.2795539414676158,0.0,0.0,1.818004264541027,-0.23390064009470968,-0.8134641196350093,-1.7353313218141118,0.0,0.0
1,2,0,1,0,-0.6395200208252155,0,18,1,5,1,20.9,2024,4,10,2,0,2024,4,11,3,0,0.4369589449768457,-1.2460869879473127,-1.1312032023591008,0.8677445155727415,-0.15556380528353894,1.3925455961191626,0.4340223117354817,-1.2568938583708942,1.4583556023732596,0.1478991416123067,0.0,0.0,0.17474311954450147,-1.3678812929194448,-0.5401320499004333,-1.2795539414676158,0.0,0.0,-0.18513318150845695,-1.5311171882716512,1.5040806986023127,-0.053279327364902006,0.0,0.0
1,0,3,1,1,-0.7587708717844719,8,12,0,5,1,4.48,2024,3,4,0,0,2024,3,4,0,0,-0.5687797873239766,-1.086274090698291,-1.026376217180132,-1.139672649378051,-0.7206337484036668,1.2126450121796926,-1.0239803334287252,-0.4684330755250704,0.02688803129924334,1.5611576059076777,0.0,0.0,-0.9674149228231365,-0.5615006893798582,0.11317275750236673,-1.4903430128259167,0.0,0.0,0.22672118549741085,1.1090767530666665,-0.014892598742600844,0.935850379412262,0.0,0.0
